"","YEAR","SIDE_QUAD","SITE_TRANSECT","SCIENTIFIC_NAME","OCC"
"6002",2018,"20_I","AQUE_1","Lithothrix aspergillum",0
"6003",2019,"20_I","AQUE_1","Lithothrix aspergillum",0
"6004",2020,"20_I","AQUE_1","Lithothrix aspergillum",0
"6005",2021,"20_I","AQUE_1","Lithothrix aspergillum",1
"6006",2022,"20_I","AQUE_1","Lithothrix aspergillum",0
"6007",2001,"20_O","AQUE_1","Lithothrix aspergillum",0
"6008",2002,"20_O","AQUE_1","Lithothrix aspergillum",0
"6009",2003,"20_O","AQUE_1","Lithothrix aspergillum",0
"6010",2004,"20_O","AQUE_1","Lithothrix aspergillum",0
"6011",2005,"20_O","AQUE_1","Lithothrix aspergillum",0
"6012",2006,"20_O","AQUE_1","Lithothrix aspergillum",0
"6013",2007,"20_O","AQUE_1","Lithothrix aspergillum",0
"6014",2008,"20_O","AQUE_1","Lithothrix aspergillum",0
"6015",2009,"20_O","AQUE_1","Lithothrix aspergillum",0
"6016",2010,"20_O","AQUE_1","Lithothrix aspergillum",0
"6017",2011,"20_O","AQUE_1","Lithothrix aspergillum",0
"6018",2012,"20_O","AQUE_1","Lithothrix aspergillum",0
"6019",2013,"20_O","AQUE_1","Lithothrix aspergillum",0
"6020",2014,"20_O","AQUE_1","Lithothrix aspergillum",0
"6021",2015,"20_O","AQUE_1","Lithothrix aspergillum",0
"6022",2016,"20_O","AQUE_1","Lithothrix aspergillum",0
"6023",2017,"20_O","AQUE_1","Lithothrix aspergillum",0
"6024",2018,"20_O","AQUE_1","Lithothrix aspergillum",0
"6025",2019,"20_O","AQUE_1","Lithothrix aspergillum",0
"6026",2020,"20_O","AQUE_1","Lithothrix aspergillum",0
"6027",2021,"20_O","AQUE_1","Lithothrix aspergillum",0
"6028",2022,"20_O","AQUE_1","Lithothrix aspergillum",0
"6029",2001,"40_I","AQUE_1","Lithothrix aspergillum",0
"6030",2002,"40_I","AQUE_1","Lithothrix aspergillum",0
"6031",2003,"40_I","AQUE_1","Lithothrix aspergillum",0
"6032",2004,"40_I","AQUE_1","Lithothrix aspergillum",0
"6033",2005,"40_I","AQUE_1","Lithothrix aspergillum",0
"6034",2006,"40_I","AQUE_1","Lithothrix aspergillum",0
"6035",2007,"40_I","AQUE_1","Lithothrix aspergillum",0
"6036",2008,"40_I","AQUE_1","Lithothrix aspergillum",0
"6037",2009,"40_I","AQUE_1","Lithothrix aspergillum",0
"6038",2010,"40_I","AQUE_1","Lithothrix aspergillum",0
"6039",2011,"40_I","AQUE_1","Lithothrix aspergillum",0
"6040",2012,"40_I","AQUE_1","Lithothrix aspergillum",0
"6041",2013,"40_I","AQUE_1","Lithothrix aspergillum",0
"6042",2014,"40_I","AQUE_1","Lithothrix aspergillum",0
"6043",2015,"40_I","AQUE_1","Lithothrix aspergillum",0
"6044",2016,"40_I","AQUE_1","Lithothrix aspergillum",0
"6045",2017,"40_I","AQUE_1","Lithothrix aspergillum",0
"6046",2018,"40_I","AQUE_1","Lithothrix aspergillum",0
"6047",2019,"40_I","AQUE_1","Lithothrix aspergillum",0
"6048",2020,"40_I","AQUE_1","Lithothrix aspergillum",1
"6049",2021,"40_I","AQUE_1","Lithothrix aspergillum",0
"6050",2022,"40_I","AQUE_1","Lithothrix aspergillum",0
"6051",2001,"40_O","AQUE_1","Lithothrix aspergillum",0
"6052",2002,"40_O","AQUE_1","Lithothrix aspergillum",0
"6053",2003,"40_O","AQUE_1","Lithothrix aspergillum",0
"6054",2004,"40_O","AQUE_1","Lithothrix aspergillum",0
"6055",2005,"40_O","AQUE_1","Lithothrix aspergillum",0
"6056",2006,"40_O","AQUE_1","Lithothrix aspergillum",0
"6057",2007,"40_O","AQUE_1","Lithothrix aspergillum",0
"6058",2008,"40_O","AQUE_1","Lithothrix aspergillum",0
"6059",2009,"40_O","AQUE_1","Lithothrix aspergillum",0
"6060",2010,"40_O","AQUE_1","Lithothrix aspergillum",0
"6061",2011,"40_O","AQUE_1","Lithothrix aspergillum",0
"6062",2012,"40_O","AQUE_1","Lithothrix aspergillum",0
"6063",2013,"40_O","AQUE_1","Lithothrix aspergillum",0
"6064",2014,"40_O","AQUE_1","Lithothrix aspergillum",0
"6065",2015,"40_O","AQUE_1","Lithothrix aspergillum",0
"6066",2016,"40_O","AQUE_1","Lithothrix aspergillum",0
"6067",2017,"40_O","AQUE_1","Lithothrix aspergillum",0
"6068",2018,"40_O","AQUE_1","Lithothrix aspergillum",0
"6069",2019,"40_O","AQUE_1","Lithothrix aspergillum",0
"6070",2020,"40_O","AQUE_1","Lithothrix aspergillum",1
"6071",2021,"40_O","AQUE_1","Lithothrix aspergillum",0
"6072",2022,"40_O","AQUE_1","Lithothrix aspergillum",0
"6073",2008,"20_I","AQUE_1","Macrocystis pyrifera",1
"6074",2009,"20_I","AQUE_1","Macrocystis pyrifera",1
"6075",2010,"20_I","AQUE_1","Macrocystis pyrifera",0
"6076",2011,"20_I","AQUE_1","Macrocystis pyrifera",0
"6077",2012,"20_I","AQUE_1","Macrocystis pyrifera",1
"6078",2013,"20_I","AQUE_1","Macrocystis pyrifera",1
"6079",2014,"20_I","AQUE_1","Macrocystis pyrifera",0
"6080",2015,"20_I","AQUE_1","Macrocystis pyrifera",1
"6081",2016,"20_I","AQUE_1","Macrocystis pyrifera",1
"6082",2017,"20_I","AQUE_1","Macrocystis pyrifera",1
"6083",2018,"20_I","AQUE_1","Macrocystis pyrifera",1
"6084",2019,"20_I","AQUE_1","Macrocystis pyrifera",1
"6085",2020,"20_I","AQUE_1","Macrocystis pyrifera",1
"6086",2021,"20_I","AQUE_1","Macrocystis pyrifera",0
"6087",2022,"20_I","AQUE_1","Macrocystis pyrifera",0
"6088",2008,"20_O","AQUE_1","Macrocystis pyrifera",0
"6089",2009,"20_O","AQUE_1","Macrocystis pyrifera",1
"6090",2010,"20_O","AQUE_1","Macrocystis pyrifera",1
"6091",2011,"20_O","AQUE_1","Macrocystis pyrifera",0
"6092",2012,"20_O","AQUE_1","Macrocystis pyrifera",1
"6093",2013,"20_O","AQUE_1","Macrocystis pyrifera",1
"6094",2014,"20_O","AQUE_1","Macrocystis pyrifera",0
"6095",2015,"20_O","AQUE_1","Macrocystis pyrifera",0
"6096",2016,"20_O","AQUE_1","Macrocystis pyrifera",1
"6097",2017,"20_O","AQUE_1","Macrocystis pyrifera",1
"6098",2018,"20_O","AQUE_1","Macrocystis pyrifera",1
"6099",2019,"20_O","AQUE_1","Macrocystis pyrifera",1
"6100",2020,"20_O","AQUE_1","Macrocystis pyrifera",1
"6101",2021,"20_O","AQUE_1","Macrocystis pyrifera",1
"6102",2022,"20_O","AQUE_1","Macrocystis pyrifera",0
"6103",2008,"40_I","AQUE_1","Macrocystis pyrifera",1
"6104",2009,"40_I","AQUE_1","Macrocystis pyrifera",1
"6105",2010,"40_I","AQUE_1","Macrocystis pyrifera",0
"6106",2011,"40_I","AQUE_1","Macrocystis pyrifera",0
"6107",2012,"40_I","AQUE_1","Macrocystis pyrifera",1
"6108",2013,"40_I","AQUE_1","Macrocystis pyrifera",1
"6109",2014,"40_I","AQUE_1","Macrocystis pyrifera",0
"6110",2015,"40_I","AQUE_1","Macrocystis pyrifera",1
"6111",2016,"40_I","AQUE_1","Macrocystis pyrifera",1
"6112",2017,"40_I","AQUE_1","Macrocystis pyrifera",0
"6113",2018,"40_I","AQUE_1","Macrocystis pyrifera",0
"6114",2019,"40_I","AQUE_1","Macrocystis pyrifera",0
"6115",2020,"40_I","AQUE_1","Macrocystis pyrifera",0
"6116",2021,"40_I","AQUE_1","Macrocystis pyrifera",0
"6117",2022,"40_I","AQUE_1","Macrocystis pyrifera",0
"6118",2008,"40_O","AQUE_1","Macrocystis pyrifera",1
"6119",2009,"40_O","AQUE_1","Macrocystis pyrifera",1
"6120",2010,"40_O","AQUE_1","Macrocystis pyrifera",0
"6121",2011,"40_O","AQUE_1","Macrocystis pyrifera",0
"6122",2012,"40_O","AQUE_1","Macrocystis pyrifera",1
"6123",2013,"40_O","AQUE_1","Macrocystis pyrifera",1
"6124",2014,"40_O","AQUE_1","Macrocystis pyrifera",0
"6125",2015,"40_O","AQUE_1","Macrocystis pyrifera",1
"6126",2016,"40_O","AQUE_1","Macrocystis pyrifera",0
"6127",2017,"40_O","AQUE_1","Macrocystis pyrifera",0
"6128",2018,"40_O","AQUE_1","Macrocystis pyrifera",1
"6129",2019,"40_O","AQUE_1","Macrocystis pyrifera",1
"6130",2020,"40_O","AQUE_1","Macrocystis pyrifera",1
"6131",2021,"40_O","AQUE_1","Macrocystis pyrifera",1
"6132",2022,"40_O","AQUE_1","Macrocystis pyrifera",0
"6133",2001,"20_I","AQUE_1","Mazzaella spp. ",0
"6134",2002,"20_I","AQUE_1","Mazzaella spp. ",0
"6135",2003,"20_I","AQUE_1","Mazzaella spp. ",0
"6136",2004,"20_I","AQUE_1","Mazzaella spp. ",0
"6137",2005,"20_I","AQUE_1","Mazzaella spp. ",0
"6138",2006,"20_I","AQUE_1","Mazzaella spp. ",0
"6139",2007,"20_I","AQUE_1","Mazzaella spp. ",0
"6140",2008,"20_I","AQUE_1","Mazzaella spp. ",0
"6141",2009,"20_I","AQUE_1","Mazzaella spp. ",0
"6142",2010,"20_I","AQUE_1","Mazzaella spp. ",0
"6143",2011,"20_I","AQUE_1","Mazzaella spp. ",0
"6144",2012,"20_I","AQUE_1","Mazzaella spp. ",0
"6145",2013,"20_I","AQUE_1","Mazzaella spp. ",0
"6146",2014,"20_I","AQUE_1","Mazzaella spp. ",0
"6147",2015,"20_I","AQUE_1","Mazzaella spp. ",0
"6148",2016,"20_I","AQUE_1","Mazzaella spp. ",0
"6149",2017,"20_I","AQUE_1","Mazzaella spp. ",0
"6150",2018,"20_I","AQUE_1","Mazzaella spp. ",0
"6151",2019,"20_I","AQUE_1","Mazzaella spp. ",0
"6152",2020,"20_I","AQUE_1","Mazzaella spp. ",0
"6153",2021,"20_I","AQUE_1","Mazzaella spp. ",0
"6154",2022,"20_I","AQUE_1","Mazzaella spp. ",0
"6155",2001,"20_O","AQUE_1","Mazzaella spp. ",0
"6156",2002,"20_O","AQUE_1","Mazzaella spp. ",0
"6157",2003,"20_O","AQUE_1","Mazzaella spp. ",0
"6158",2004,"20_O","AQUE_1","Mazzaella spp. ",0
"6159",2005,"20_O","AQUE_1","Mazzaella spp. ",0
"6160",2006,"20_O","AQUE_1","Mazzaella spp. ",0
"6161",2007,"20_O","AQUE_1","Mazzaella spp. ",0
"6162",2008,"20_O","AQUE_1","Mazzaella spp. ",0
"6163",2009,"20_O","AQUE_1","Mazzaella spp. ",0
"6164",2010,"20_O","AQUE_1","Mazzaella spp. ",0
"6165",2011,"20_O","AQUE_1","Mazzaella spp. ",0
"6166",2012,"20_O","AQUE_1","Mazzaella spp. ",0
"6167",2013,"20_O","AQUE_1","Mazzaella spp. ",0
"6168",2014,"20_O","AQUE_1","Mazzaella spp. ",0
"6169",2015,"20_O","AQUE_1","Mazzaella spp. ",0
"6170",2016,"20_O","AQUE_1","Mazzaella spp. ",0
"6171",2017,"20_O","AQUE_1","Mazzaella spp. ",0
"6172",2018,"20_O","AQUE_1","Mazzaella spp. ",0
"6173",2019,"20_O","AQUE_1","Mazzaella spp. ",0
"6174",2020,"20_O","AQUE_1","Mazzaella spp. ",0
"6175",2021,"20_O","AQUE_1","Mazzaella spp. ",0
"6176",2022,"20_O","AQUE_1","Mazzaella spp. ",0
"6177",2001,"40_I","AQUE_1","Mazzaella spp. ",0
"6178",2002,"40_I","AQUE_1","Mazzaella spp. ",0
"6179",2003,"40_I","AQUE_1","Mazzaella spp. ",0
"6180",2004,"40_I","AQUE_1","Mazzaella spp. ",0
"6181",2005,"40_I","AQUE_1","Mazzaella spp. ",0
"6182",2006,"40_I","AQUE_1","Mazzaella spp. ",0
"6183",2007,"40_I","AQUE_1","Mazzaella spp. ",0
"6184",2008,"40_I","AQUE_1","Mazzaella spp. ",0
"6185",2009,"40_I","AQUE_1","Mazzaella spp. ",0
"6186",2010,"40_I","AQUE_1","Mazzaella spp. ",0
"6187",2011,"40_I","AQUE_1","Mazzaella spp. ",0
"6188",2012,"40_I","AQUE_1","Mazzaella spp. ",0
"6189",2013,"40_I","AQUE_1","Mazzaella spp. ",0
"6190",2014,"40_I","AQUE_1","Mazzaella spp. ",0
"6191",2015,"40_I","AQUE_1","Mazzaella spp. ",0
"6192",2016,"40_I","AQUE_1","Mazzaella spp. ",0
"6193",2017,"40_I","AQUE_1","Mazzaella spp. ",0
"6194",2018,"40_I","AQUE_1","Mazzaella spp. ",0
"6195",2019,"40_I","AQUE_1","Mazzaella spp. ",0
"6196",2020,"40_I","AQUE_1","Mazzaella spp. ",0
"6197",2021,"40_I","AQUE_1","Mazzaella spp. ",0
"6198",2022,"40_I","AQUE_1","Mazzaella spp. ",0
"6199",2001,"40_O","AQUE_1","Mazzaella spp. ",0
"6200",2002,"40_O","AQUE_1","Mazzaella spp. ",0
"6201",2003,"40_O","AQUE_1","Mazzaella spp. ",0
"6202",2004,"40_O","AQUE_1","Mazzaella spp. ",0
"6203",2005,"40_O","AQUE_1","Mazzaella spp. ",0
"6204",2006,"40_O","AQUE_1","Mazzaella spp. ",0
"6205",2007,"40_O","AQUE_1","Mazzaella spp. ",0
"6206",2008,"40_O","AQUE_1","Mazzaella spp. ",0
"6207",2009,"40_O","AQUE_1","Mazzaella spp. ",0
"6208",2010,"40_O","AQUE_1","Mazzaella spp. ",0
"6209",2011,"40_O","AQUE_1","Mazzaella spp. ",0
"6210",2012,"40_O","AQUE_1","Mazzaella spp. ",0
"6211",2013,"40_O","AQUE_1","Mazzaella spp. ",0
"6212",2014,"40_O","AQUE_1","Mazzaella spp. ",0
"6213",2015,"40_O","AQUE_1","Mazzaella spp. ",0
"6214",2016,"40_O","AQUE_1","Mazzaella spp. ",0
"6215",2017,"40_O","AQUE_1","Mazzaella spp. ",0
"6216",2018,"40_O","AQUE_1","Mazzaella spp. ",0
"6217",2019,"40_O","AQUE_1","Mazzaella spp. ",0
"6218",2020,"40_O","AQUE_1","Mazzaella spp. ",0
"6219",2021,"40_O","AQUE_1","Mazzaella spp. ",0
"6220",2022,"40_O","AQUE_1","Mazzaella spp. ",0
"6221",2001,"20_I","AQUE_1","Metridium dianthus",0
"6222",2002,"20_I","AQUE_1","Metridium dianthus",0
"6223",2003,"20_I","AQUE_1","Metridium dianthus",0
"6224",2004,"20_I","AQUE_1","Metridium dianthus",0
"6225",2005,"20_I","AQUE_1","Metridium dianthus",0
"6226",2006,"20_I","AQUE_1","Metridium dianthus",0
"6227",2007,"20_I","AQUE_1","Metridium dianthus",0
"6228",2008,"20_I","AQUE_1","Metridium dianthus",0
"6229",2009,"20_I","AQUE_1","Metridium dianthus",0
"6230",2010,"20_I","AQUE_1","Metridium dianthus",0
"6231",2011,"20_I","AQUE_1","Metridium dianthus",0
"6232",2012,"20_I","AQUE_1","Metridium dianthus",0
"6233",2013,"20_I","AQUE_1","Metridium dianthus",0
"6234",2014,"20_I","AQUE_1","Metridium dianthus",0
"6235",2015,"20_I","AQUE_1","Metridium dianthus",0
"6236",2016,"20_I","AQUE_1","Metridium dianthus",0
"6237",2017,"20_I","AQUE_1","Metridium dianthus",0
"6238",2018,"20_I","AQUE_1","Metridium dianthus",0
"6239",2019,"20_I","AQUE_1","Metridium dianthus",0
"6240",2020,"20_I","AQUE_1","Metridium dianthus",0
"6241",2021,"20_I","AQUE_1","Metridium dianthus",0
"6242",2022,"20_I","AQUE_1","Metridium dianthus",0
"6243",2001,"20_O","AQUE_1","Metridium dianthus",0
"6244",2002,"20_O","AQUE_1","Metridium dianthus",0
"6245",2003,"20_O","AQUE_1","Metridium dianthus",0
"6246",2004,"20_O","AQUE_1","Metridium dianthus",0
"6247",2005,"20_O","AQUE_1","Metridium dianthus",0
"6248",2006,"20_O","AQUE_1","Metridium dianthus",0
"6249",2007,"20_O","AQUE_1","Metridium dianthus",0
"6250",2008,"20_O","AQUE_1","Metridium dianthus",0
"6251",2009,"20_O","AQUE_1","Metridium dianthus",0
"6252",2010,"20_O","AQUE_1","Metridium dianthus",0
"6253",2011,"20_O","AQUE_1","Metridium dianthus",0
"6254",2012,"20_O","AQUE_1","Metridium dianthus",0
"6255",2013,"20_O","AQUE_1","Metridium dianthus",0
"6256",2014,"20_O","AQUE_1","Metridium dianthus",0
"6257",2015,"20_O","AQUE_1","Metridium dianthus",0
"6258",2016,"20_O","AQUE_1","Metridium dianthus",0
"6259",2017,"20_O","AQUE_1","Metridium dianthus",0
"6260",2018,"20_O","AQUE_1","Metridium dianthus",0
"6261",2019,"20_O","AQUE_1","Metridium dianthus",0
"6262",2020,"20_O","AQUE_1","Metridium dianthus",0
"6263",2021,"20_O","AQUE_1","Metridium dianthus",0
"6264",2022,"20_O","AQUE_1","Metridium dianthus",0
"6265",2001,"40_I","AQUE_1","Metridium dianthus",0
"6266",2002,"40_I","AQUE_1","Metridium dianthus",0
"6267",2003,"40_I","AQUE_1","Metridium dianthus",0
"6268",2004,"40_I","AQUE_1","Metridium dianthus",0
"6269",2005,"40_I","AQUE_1","Metridium dianthus",0
"6270",2006,"40_I","AQUE_1","Metridium dianthus",0
"6271",2007,"40_I","AQUE_1","Metridium dianthus",0
"6272",2008,"40_I","AQUE_1","Metridium dianthus",0
"6273",2009,"40_I","AQUE_1","Metridium dianthus",0
"6274",2010,"40_I","AQUE_1","Metridium dianthus",0
"6275",2011,"40_I","AQUE_1","Metridium dianthus",0
"6276",2012,"40_I","AQUE_1","Metridium dianthus",0
"6277",2013,"40_I","AQUE_1","Metridium dianthus",0
"6278",2014,"40_I","AQUE_1","Metridium dianthus",0
"6279",2015,"40_I","AQUE_1","Metridium dianthus",0
"6280",2016,"40_I","AQUE_1","Metridium dianthus",0
"6281",2017,"40_I","AQUE_1","Metridium dianthus",0
"6282",2018,"40_I","AQUE_1","Metridium dianthus",0
"6283",2019,"40_I","AQUE_1","Metridium dianthus",0
"6284",2020,"40_I","AQUE_1","Metridium dianthus",0
"6285",2021,"40_I","AQUE_1","Metridium dianthus",0
"6286",2022,"40_I","AQUE_1","Metridium dianthus",0
"6287",2001,"40_O","AQUE_1","Metridium dianthus",0
"6288",2002,"40_O","AQUE_1","Metridium dianthus",0
"6289",2003,"40_O","AQUE_1","Metridium dianthus",0
"6290",2004,"40_O","AQUE_1","Metridium dianthus",0
"6291",2005,"40_O","AQUE_1","Metridium dianthus",0
"6292",2006,"40_O","AQUE_1","Metridium dianthus",0
"6293",2007,"40_O","AQUE_1","Metridium dianthus",0
"6294",2008,"40_O","AQUE_1","Metridium dianthus",0
"6295",2009,"40_O","AQUE_1","Metridium dianthus",0
"6296",2010,"40_O","AQUE_1","Metridium dianthus",0
"6297",2011,"40_O","AQUE_1","Metridium dianthus",0
"6298",2012,"40_O","AQUE_1","Metridium dianthus",0
"6299",2013,"40_O","AQUE_1","Metridium dianthus",0
"6300",2014,"40_O","AQUE_1","Metridium dianthus",0
"6301",2015,"40_O","AQUE_1","Metridium dianthus",0
"6302",2016,"40_O","AQUE_1","Metridium dianthus",0
"6303",2017,"40_O","AQUE_1","Metridium dianthus",0
"6304",2018,"40_O","AQUE_1","Metridium dianthus",0
"6305",2019,"40_O","AQUE_1","Metridium dianthus",0
"6306",2020,"40_O","AQUE_1","Metridium dianthus",0
"6307",2021,"40_O","AQUE_1","Metridium dianthus",0
"6308",2022,"40_O","AQUE_1","Metridium dianthus",0
"6309",2001,"20_I","AQUE_1","Muricea californica",0
"6310",2002,"20_I","AQUE_1","Muricea californica",0
"6311",2003,"20_I","AQUE_1","Muricea californica",0
"6312",2004,"20_I","AQUE_1","Muricea californica",0
"6313",2005,"20_I","AQUE_1","Muricea californica",0
"6314",2006,"20_I","AQUE_1","Muricea californica",0
"6315",2007,"20_I","AQUE_1","Muricea californica",0
"6316",2008,"20_I","AQUE_1","Muricea californica",0
"6317",2009,"20_I","AQUE_1","Muricea californica",0
"6318",2010,"20_I","AQUE_1","Muricea californica",0
"6319",2011,"20_I","AQUE_1","Muricea californica",0
"6320",2012,"20_I","AQUE_1","Muricea californica",0
"6321",2013,"20_I","AQUE_1","Muricea californica",0
"6322",2014,"20_I","AQUE_1","Muricea californica",0
"6323",2015,"20_I","AQUE_1","Muricea californica",0
"6324",2016,"20_I","AQUE_1","Muricea californica",0
"6325",2017,"20_I","AQUE_1","Muricea californica",0
"6326",2018,"20_I","AQUE_1","Muricea californica",0
"6327",2019,"20_I","AQUE_1","Muricea californica",0
"6328",2020,"20_I","AQUE_1","Muricea californica",0
"6329",2021,"20_I","AQUE_1","Muricea californica",0
"6330",2022,"20_I","AQUE_1","Muricea californica",0
"6331",2001,"20_O","AQUE_1","Muricea californica",0
"6332",2002,"20_O","AQUE_1","Muricea californica",0
"6333",2003,"20_O","AQUE_1","Muricea californica",0
"6334",2004,"20_O","AQUE_1","Muricea californica",0
"6335",2005,"20_O","AQUE_1","Muricea californica",0
"6336",2006,"20_O","AQUE_1","Muricea californica",0
"6337",2007,"20_O","AQUE_1","Muricea californica",0
"6338",2008,"20_O","AQUE_1","Muricea californica",0
"6339",2009,"20_O","AQUE_1","Muricea californica",0
"6340",2010,"20_O","AQUE_1","Muricea californica",0
"6341",2011,"20_O","AQUE_1","Muricea californica",0
"6342",2012,"20_O","AQUE_1","Muricea californica",0
"6343",2013,"20_O","AQUE_1","Muricea californica",0
"6344",2014,"20_O","AQUE_1","Muricea californica",0
"6345",2015,"20_O","AQUE_1","Muricea californica",0
"6346",2016,"20_O","AQUE_1","Muricea californica",0
"6347",2017,"20_O","AQUE_1","Muricea californica",0
"6348",2018,"20_O","AQUE_1","Muricea californica",0
"6349",2019,"20_O","AQUE_1","Muricea californica",0
"6350",2020,"20_O","AQUE_1","Muricea californica",0
"6351",2021,"20_O","AQUE_1","Muricea californica",0
"6352",2022,"20_O","AQUE_1","Muricea californica",0
"6353",2001,"40_I","AQUE_1","Muricea californica",0
"6354",2002,"40_I","AQUE_1","Muricea californica",0
"6355",2003,"40_I","AQUE_1","Muricea californica",0
"6356",2004,"40_I","AQUE_1","Muricea californica",0
"6357",2005,"40_I","AQUE_1","Muricea californica",0
"6358",2006,"40_I","AQUE_1","Muricea californica",0
"6359",2007,"40_I","AQUE_1","Muricea californica",0
"6360",2008,"40_I","AQUE_1","Muricea californica",0
"6361",2009,"40_I","AQUE_1","Muricea californica",0
"6362",2010,"40_I","AQUE_1","Muricea californica",0
"6363",2011,"40_I","AQUE_1","Muricea californica",0
"6364",2012,"40_I","AQUE_1","Muricea californica",0
"6365",2013,"40_I","AQUE_1","Muricea californica",0
"6366",2014,"40_I","AQUE_1","Muricea californica",0
"6367",2015,"40_I","AQUE_1","Muricea californica",0
"6368",2016,"40_I","AQUE_1","Muricea californica",0
"6369",2017,"40_I","AQUE_1","Muricea californica",0
"6370",2018,"40_I","AQUE_1","Muricea californica",0
"6371",2019,"40_I","AQUE_1","Muricea californica",0
"6372",2020,"40_I","AQUE_1","Muricea californica",0
"6373",2021,"40_I","AQUE_1","Muricea californica",0
"6374",2022,"40_I","AQUE_1","Muricea californica",0
"6375",2001,"40_O","AQUE_1","Muricea californica",0
"6376",2002,"40_O","AQUE_1","Muricea californica",0
"6377",2003,"40_O","AQUE_1","Muricea californica",0
"6378",2004,"40_O","AQUE_1","Muricea californica",0
"6379",2005,"40_O","AQUE_1","Muricea californica",0
"6380",2006,"40_O","AQUE_1","Muricea californica",0
"6381",2007,"40_O","AQUE_1","Muricea californica",0
"6382",2008,"40_O","AQUE_1","Muricea californica",0
"6383",2009,"40_O","AQUE_1","Muricea californica",0
"6384",2010,"40_O","AQUE_1","Muricea californica",0
"6385",2011,"40_O","AQUE_1","Muricea californica",0
"6386",2012,"40_O","AQUE_1","Muricea californica",0
"6387",2013,"40_O","AQUE_1","Muricea californica",0
"6388",2014,"40_O","AQUE_1","Muricea californica",0
"6389",2015,"40_O","AQUE_1","Muricea californica",0
"6390",2016,"40_O","AQUE_1","Muricea californica",0
"6391",2017,"40_O","AQUE_1","Muricea californica",0
"6392",2018,"40_O","AQUE_1","Muricea californica",0
"6393",2019,"40_O","AQUE_1","Muricea californica",0
"6394",2020,"40_O","AQUE_1","Muricea californica",0
"6395",2021,"40_O","AQUE_1","Muricea californica",0
"6396",2022,"40_O","AQUE_1","Muricea californica",0
"6397",2001,"20_I","AQUE_1","Muricea fruticosa",0
"6398",2002,"20_I","AQUE_1","Muricea fruticosa",0
"6399",2003,"20_I","AQUE_1","Muricea fruticosa",0
"6400",2004,"20_I","AQUE_1","Muricea fruticosa",0
"6401",2005,"20_I","AQUE_1","Muricea fruticosa",0
"6402",2006,"20_I","AQUE_1","Muricea fruticosa",0
"6403",2007,"20_I","AQUE_1","Muricea fruticosa",0
"6404",2008,"20_I","AQUE_1","Muricea fruticosa",0
"6405",2009,"20_I","AQUE_1","Muricea fruticosa",0
"6406",2010,"20_I","AQUE_1","Muricea fruticosa",0
"6407",2011,"20_I","AQUE_1","Muricea fruticosa",0
"6408",2012,"20_I","AQUE_1","Muricea fruticosa",0
"6409",2013,"20_I","AQUE_1","Muricea fruticosa",0
"6410",2014,"20_I","AQUE_1","Muricea fruticosa",0
"6411",2015,"20_I","AQUE_1","Muricea fruticosa",0
"6412",2016,"20_I","AQUE_1","Muricea fruticosa",0
"6413",2017,"20_I","AQUE_1","Muricea fruticosa",0
"6414",2018,"20_I","AQUE_1","Muricea fruticosa",0
"6415",2019,"20_I","AQUE_1","Muricea fruticosa",0
"6416",2020,"20_I","AQUE_1","Muricea fruticosa",0
"6417",2021,"20_I","AQUE_1","Muricea fruticosa",0
"6418",2022,"20_I","AQUE_1","Muricea fruticosa",0
"6419",2001,"20_O","AQUE_1","Muricea fruticosa",0
"6420",2002,"20_O","AQUE_1","Muricea fruticosa",0
"6421",2003,"20_O","AQUE_1","Muricea fruticosa",0
"6422",2004,"20_O","AQUE_1","Muricea fruticosa",0
"6423",2005,"20_O","AQUE_1","Muricea fruticosa",0
"6424",2006,"20_O","AQUE_1","Muricea fruticosa",0
"6425",2007,"20_O","AQUE_1","Muricea fruticosa",0
"6426",2008,"20_O","AQUE_1","Muricea fruticosa",0
"6427",2009,"20_O","AQUE_1","Muricea fruticosa",0
"6428",2010,"20_O","AQUE_1","Muricea fruticosa",0
"6429",2011,"20_O","AQUE_1","Muricea fruticosa",0
"6430",2012,"20_O","AQUE_1","Muricea fruticosa",0
"6431",2013,"20_O","AQUE_1","Muricea fruticosa",0
"6432",2014,"20_O","AQUE_1","Muricea fruticosa",0
"6433",2015,"20_O","AQUE_1","Muricea fruticosa",0
"6434",2016,"20_O","AQUE_1","Muricea fruticosa",0
"6435",2017,"20_O","AQUE_1","Muricea fruticosa",0
"6436",2018,"20_O","AQUE_1","Muricea fruticosa",0
"6437",2019,"20_O","AQUE_1","Muricea fruticosa",0
"6438",2020,"20_O","AQUE_1","Muricea fruticosa",0
"6439",2021,"20_O","AQUE_1","Muricea fruticosa",0
"6440",2022,"20_O","AQUE_1","Muricea fruticosa",0
"6441",2001,"40_I","AQUE_1","Muricea fruticosa",0
"6442",2002,"40_I","AQUE_1","Muricea fruticosa",0
"6443",2003,"40_I","AQUE_1","Muricea fruticosa",0
"6444",2004,"40_I","AQUE_1","Muricea fruticosa",0
"6445",2005,"40_I","AQUE_1","Muricea fruticosa",0
"6446",2006,"40_I","AQUE_1","Muricea fruticosa",0
"6447",2007,"40_I","AQUE_1","Muricea fruticosa",0
"6448",2008,"40_I","AQUE_1","Muricea fruticosa",0
"6449",2009,"40_I","AQUE_1","Muricea fruticosa",0
"6450",2010,"40_I","AQUE_1","Muricea fruticosa",0
"6451",2011,"40_I","AQUE_1","Muricea fruticosa",0
