"","X","siteID","yearID","tot_turnover","gain","loss","jaccard","SITE_TRANS","YEAR","SITE","TRANSECT","DRY_GM2","DRY_GM2_l1","DRY_GM2_l2","DRY_GM2_l3","DRY_GM2_l4","DRY_GM2_l5","TEMP_C","TEMP_C_l1","TEMP_C_l2","TEMP_C_l3","TEMP_C_l4","TEMP_C_l5","chla","chla_l1","chla_l2","chla_l3","chla_l4","chla_l5"
"348",348,26,14,0.25,0.0714285714285714,0.153846153846154,0.75,"NAPL_4",2013,"NAPL",4,61.0416666666667,0,0,6.486,39.3026666666667,2.93533333333333,16.0814027857718,13.3914114378328,15.973733736447,12.9649635482246,15.1021263239696,12.801611976185,1.54541721940041,4.83828959862392,1.21693218747775,3.60146401325861,1.58414602279663,12.1351913611094
"349",349,27,14,0.230769230769231,0.16,0.0689655172413793,0.769230769230769,"NAPL_5",2013,"NAPL",5,158.907,8.648,0,12.972,25.0563333333333,35.752,16.0814027857718,13.3914114378328,15.973733736447,12.9649635482246,15.1021263239696,12.801611976185,1.54541721940041,4.83828959862392,1.21693218747775,3.60146401325861,1.58414602279663,12.1351913611094
"350",350,28,14,0.217391304347826,0.0833333333333333,0.136363636363636,0.782608695652174,"NAPL_6",2013,"NAPL",6,217.466,57.293,10.8716666666667,0,26.1373333333333,87.139,16.0814027857718,13.3914114378328,15.973733736447,12.9649635482246,15.1021263239696,12.801611976185,1.54541721940041,4.83828959862392,1.21693218747775,3.60146401325861,1.58414602279663,12.1351913611094
"351",351,29,14,0.238095238095238,0.1,0.125,0.761904761904762,"NAPL_7",2013,"NAPL",7,24.9246666666667,51.888,6.486,25.944,61.3883333333333,159.988,16.0814027857718,13.3914114378328,15.973733736447,12.9649635482246,15.1021263239696,12.801611976185,1.54541721940041,4.83828959862392,1.21693218747775,3.60146401325861,1.58414602279663,12.1351913611094
"352",352,30,14,0.25,0.192307692307692,0.0434782608695652,0.75,"NAPL_8",2013,"NAPL",8,149.301333333333,0,10.81,14.053,24.863,83.6236666666667,16.0814027857718,13.3914114378328,15.973733736447,12.9649635482246,15.1021263239696,12.801611976185,1.54541721940041,4.83828959862392,1.21693218747775,3.60146401325861,1.58414602279663,12.1351913611094
"353",353,31,14,0.166666666666667,0.0833333333333333,0.0869565217391304,0.833333333333333,"SCDI_2",2013,"SCDI",2,15.134,0,6.54766666666667,68.498,44.0133333333333,72.427,16.6360098133287,13.0929505351827,17.1955308358818,13.2960861420285,15.3808103845268,12.7707723273717,1.12350207567215,3.93332838018735,1.73150677978992,3.64898649851481,1.61429113149643,5.68385350704193
"354",354,32,14,0.178571428571429,0.0416666666666667,0.12,0.821428571428571,"SCDI_3",2013,"SCDI",3,2.162,1.20433333333333,7.567,0,20.7323333333333,9.92233333333333,16.6360098133287,13.0929505351827,17.1955308358818,13.2960861420285,15.3808103845268,12.7707723273717,1.12350207567215,3.93332838018735,1.73150677978992,3.64898649851481,1.61429113149643,5.68385350704193
"355",355,33,14,0.192307692307692,0.111111111111111,0.0769230769230769,0.807692307692308,"SCTW_2",2013,"SCTW",2,73.055,102.818333333333,229.480333333333,1157.10033333333,872.525,185.51,17.3327374024374,13.5128749456852,17.4268911817188,13.2769068328344,16.0207785068785,13.0424775423974,0.907199283440908,3.3491306702296,1.20793897906939,2.75481488307317,1.79756959279378,6.00877356529235
"356",356,34,14,0.153846153846154,0.0666666666666667,0.09375,0.846153846153846,"SCTW_3",2013,"SCTW",3,204.831333333333,147.447666666667,463.995666666667,348.161,495.098,353.566,17.3327374024374,13.5128749456852,17.4268911817188,13.2769068328344,16.0207785068785,13.0424775423974,0.907199283440908,3.3491306702296,1.20793897906939,2.75481488307317,1.79756959279378,6.00877356529235
"357",357,1,15,0.45,0.19047619047619,0.3,0.55,"ABUR_1",2014,"ABUR",1,226.669,567.525,697.306666666667,51.1936666666667,36.754,41.078,17.8851170006832,14.7846014354344,15.8235113156307,13.4121026862786,15.8234944441519,13.2291293428467,0.628409296274185,1.99598747491836,1.50510813792547,6.4205194314321,1.23727837204933,3.0120315849781
"358",358,2,15,0.384615384615385,0.0833333333333333,0.285714285714286,0.615384615384615,"ABUR_2",2014,"ABUR",2,0.0616666666666667,0,0,47.564,0,0,17.8851170006832,14.7846014354344,15.8235113156307,13.4121026862786,15.8234944441519,13.2291293428467,0.628409296274185,1.99598747491836,1.50510813792547,6.4205194314321,1.23727837204933,3.0120315849781
"359",359,3,15,0.461538461538462,0.153846153846154,0.307692307692308,0.538461538461538,"AQUE_1",2014,"AQUE",1,0,645.667,349.299,0,0.58,352.871666666667,18.0597827043297,14.602588122938,16.377537618006,13.376456213463,16.3357345863796,13.1306315360903,0.639922201633454,2.22128140926361,1.74290213982264,3.62230078379313,1.4967514971892,4.58348033825556
"360",360,4,15,0.318181818181818,0.0869565217391304,0.227272727272727,0.681818181818182,"AQUE_2",2014,"AQUE",2,9.97566666666667,824.803,474.874666666667,176.589666666667,8.964,397.808,18.0597827043297,14.602588122938,16.377537618006,13.376456213463,16.3357345863796,13.1306315360903,0.639922201633454,2.22128140926361,1.74290213982264,3.62230078379313,1.4967514971892,4.58348033825556
"361",361,5,15,0.304347826086957,0.05,0.238095238095238,0.695652173913043,"AQUE_3",2014,"AQUE",3,111.343,473.478,334.029,502.665,46.562,243.225,18.0597827043297,14.602588122938,16.377537618006,13.376456213463,16.3357345863796,13.1306315360903,0.639922201633454,2.22128140926361,1.74290213982264,3.62230078379313,1.4967514971892,4.58348033825556
"362",362,6,15,0.3,0.05,0.238095238095238,0.7,"AQUE_4",2014,"AQUE",4,175.738666666667,614.008,375.168666666667,43.82,23.861,276.235,18.0597827043297,14.602588122938,16.377537618006,13.376456213463,16.3357345863796,13.1306315360903,0.639922201633454,2.22128140926361,1.74290213982264,3.62230078379313,1.4967514971892,4.58348033825556
"363",363,7,15,0.304347826086957,0.0869565217391304,0.222222222222222,0.695652173913043,"AQUE_5",2014,"AQUE",5,180.806,648.6,353.857,2.35533333333333,0,325.381,18.0597827043297,14.602588122938,16.377537618006,13.376456213463,16.3357345863796,13.1306315360903,0.639922201633454,2.22128140926361,1.74290213982264,3.62230078379313,1.4967514971892,4.58348033825556
"364",364,8,15,0.380952380952381,0.05,0.31578947368421,0.619047619047619,"AQUE_6",2014,"AQUE",6,289.708,618.332,4.44733333333333,0,34.17,355.649,18.0597827043297,14.602588122938,16.377537618006,13.376456213463,16.3357345863796,13.1306315360903,0.639922201633454,2.22128140926361,1.74290213982264,3.62230078379313,1.4967514971892,4.58348033825556
"365",365,9,15,0.35,0.111111111111111,0.227272727272727,0.65,"BULL_1",2014,"BULL",1,392.526333333333,572.93,312.780666666667,48.645,566.444,684.466333333333,17.4922551948426,14.2527285408346,15.7882620782077,13.1239514795074,15.9945790594601,12.7920406424501,0.836672355731328,3.52950651446978,1.92022085189819,5.57564651966094,1.46372776230176,4.75248473882675
"366",366,10,15,0.368421052631579,0.105263157894737,0.263157894736842,0.631578947368421,"BULL_3",2014,"BULL",3,528.732333333333,309.227666666667,449.696,43.24,285.269666666667,396.226,17.4922551948426,14.2527285408346,15.7882620782077,13.1239514795074,15.9945790594601,12.7920406424501,0.836672355731328,3.52950651446978,1.92022085189819,5.57564651966094,1.46372776230176,4.75248473882675
"367",367,11,15,0.384615384615385,0.111111111111111,0.277777777777778,0.615384615384615,"BULL_6",2014,"BULL",6,214.038,216.2,248.691666666667,17.296,345.92,428.849333333333,17.4922551948426,14.2527285408346,15.7882620782077,13.1239514795074,15.9945790594601,12.7920406424501,0.836672355731328,3.52950651446978,1.92022085189819,5.57564651966094,1.46372776230176,4.75248473882675
"368",368,12,15,0.375,0.142857142857143,0.227272727272727,0.625,"GOLB_1",2014,"GOLB",1,217.281,14.5463333333333,544.174666666667,208.826333333333,250.835666666667,889.663,18.4556211423307,15.0689617524339,16.4041406196015,13.4074063459885,16.6843357315529,13.6539901565738,0.597998157143593,2.10551635424296,1.56695425510406,4.77137319246928,1.45357297857602,4.55394254128139
"369",369,13,15,0.352941176470588,0.125,0.222222222222222,0.647058823529412,"GOLB_2",2014,"GOLB",2,90.804,100.718,325.442666666667,353.179333333333,151.111333333333,474.945666666667,18.4556211423307,15.0689617524339,16.4041406196015,13.4074063459885,16.6843357315529,13.6539901565738,0.597998157143593,2.10551635424296,1.56695425510406,4.77137319246928,1.45357297857602,4.55394254128139
"370",370,14,15,0.388888888888889,0.0833333333333333,0.285714285714286,0.611111111111111,"IVEE_1",2014,"IVEE",1,560.081333333333,861.618666666667,2.84033333333333,9.729,0,479.076333333333,17.713644402163,15.5163612049963,15.7628087984325,13.900458522615,15.5739512578616,12.9293527226944,0.603243008255959,1.65775089462598,1.67345949014028,4.13764319817226,1.58924918373426,4.67842423915863
"371",371,15,15,0.35,0.1,0.238095238095238,0.65,"IVEE_2",2014,"IVEE",2,177.284,277.817,126.085666666667,0,46.8696666666667,532.933,17.713644402163,15.5163612049963,15.7628087984325,13.900458522615,15.5739512578616,12.9293527226944,0.603243008255959,1.65775089462598,1.67345949014028,4.13764319817226,1.58924918373426,4.67842423915863
"372",372,16,15,0.3,0.111111111111111,0.1875,0.7,"IVEE_3",2014,"IVEE",3,1469.079,875.293,0,1166.75033333333,NA,NA,17.713644402163,15.5163612049963,15.7628087984325,13.900458522615,15.5739512578616,12.9293527226944,0.603243008255959,1.65775089462598,1.67345949014028,4.13764319817226,1.58924918373426,4.67842423915863
"373",373,17,15,0.4,0.0769230769230769,0.333333333333333,0.6,"IVEE_5",2014,"IVEE",5,148.317666666667,0.37,0,189.483333333333,NA,NA,17.713644402163,15.5163612049963,15.7628087984325,13.900458522615,15.5739512578616,12.9293527226944,0.603243008255959,1.65775089462598,1.67345949014028,4.13764319817226,1.58924918373426,4.67842423915863
"374",374,18,15,0.333333333333333,0.117647058823529,0.210526315789474,0.666666666666667,"IVEE_6",2014,"IVEE",6,874.873,1.485,22.2723333333333,426.530666666667,NA,NA,17.713644402163,15.5163612049963,15.7628087984325,13.900458522615,15.5739512578616,12.9293527226944,0.603243008255959,1.65775089462598,1.67345949014028,4.13764319817226,1.58924918373426,4.67842423915863
"375",375,19,15,0.333333333333333,0.142857142857143,0.1875,0.666666666666667,"IVEE_7",2014,"IVEE",7,415.133,361.054,597.793,726.678666666667,NA,NA,17.713644402163,15.5163612049963,15.7628087984325,13.900458522615,15.5739512578616,12.9293527226944,0.603243008255959,1.65775089462598,1.67345949014028,4.13764319817226,1.58924918373426,4.67842423915863
"376",376,20,15,0.375,0.0769230769230769,0.277777777777778,0.625,"IVEE_8",2014,"IVEE",8,101.704666666667,405.375,364.515,356.915,NA,NA,17.713644402163,15.5163612049963,15.7628087984325,13.900458522615,15.5739512578616,12.9293527226944,0.603243008255959,1.65775089462598,1.67345949014028,4.13764319817226,1.58924918373426,4.67842423915863
"377",377,21,15,0.347826086956522,0.136363636363636,0.227272727272727,0.652173913043478,"MOHK_1",2014,"MOHK",1,584.694,205.049,458.344,773.996,417.035333333333,504.827,18.4283664882715,15.0850967471204,16.4768841017671,13.7912902871035,16.3770774094112,13.6725471299391,0.628409296274185,1.99598747491836,1.50510813792547,6.4205194314321,1.23727837204933,3.0120315849781
"378",378,22,15,0.318181818181818,0.0476190476190476,0.272727272727273,0.681818181818182,"MOHK_2",2014,"MOHK",2,882.754,611.846,845.342,1215.23733333333,598.662,1096.134,18.4283664882715,15.0850967471204,16.4768841017671,13.7912902871035,16.3770774094112,13.6725471299391,0.628409296274185,1.99598747491836,1.50510813792547,6.4205194314321,1.23727837204933,3.0120315849781
"379",379,23,15,0.3,0.0625,0.210526315789474,0.7,"NAPL_1",2014,"NAPL",1,492.66,237.943333333333,333.568,36.754,310.827,240.14,18.0660131533502,14.6770581687612,16.0814027857718,13.3914114378328,15.973733736447,12.9649635482246,0.667421514789263,2.69077679514885,1.54541721940041,4.83828959862392,1.21693218747775,3.60146401325861
"380",380,24,15,0.307692307692308,0.0869565217391304,0.217391304347826,0.692307692307692,"NAPL_2",2014,"NAPL",2,710.278666666667,192.479666666667,316.733,50.8686666666667,17.296,21.0046666666667,18.0660131533502,14.6770581687612,16.0814027857718,13.3914114378328,15.973733736447,12.9649635482246,0.667421514789263,2.69077679514885,1.54541721940041,4.83828959862392,1.21693218747775,3.60146401325861
"381",381,25,15,0.238095238095238,0.05,0.19047619047619,0.761904761904762,"NAPL_3",2014,"NAPL",3,394.943,75.3413333333333,293.012666666667,292.951,105.595,9.729,18.0660131533502,14.6770581687612,16.0814027857718,13.3914114378328,15.973733736447,12.9649635482246,0.667421514789263,2.69077679514885,1.54541721940041,4.83828959862392,1.21693218747775,3.60146401325861
"382",382,26,15,0.416666666666667,0.0625,0.357142857142857,0.583333333333333,"NAPL_4",2014,"NAPL",4,13.6876666666667,61.0416666666667,0,0,6.486,39.3026666666667,18.0660131533502,14.6770581687612,16.0814027857718,13.3914114378328,15.973733736447,12.9649635482246,0.667421514789263,2.69077679514885,1.54541721940041,4.83828959862392,1.21693218747775,3.60146401325861
"383",383,27,15,0.28,0.0769230769230769,0.2,0.72,"NAPL_5",2014,"NAPL",5,339.495666666667,158.907,8.648,0,12.972,25.0563333333333,18.0660131533502,14.6770581687612,16.0814027857718,13.3914114378328,15.973733736447,12.9649635482246,0.667421514789263,2.69077679514885,1.54541721940041,4.83828959862392,1.21693218747775,3.60146401325861
"384",384,28,15,0.3,0.0869565217391304,0.210526315789474,0.7,"NAPL_6",2014,"NAPL",6,321.982,217.466,57.293,10.8716666666667,0,26.1373333333333,18.0660131533502,14.6770581687612,16.0814027857718,13.3914114378328,15.973733736447,12.9649635482246,0.667421514789263,2.69077679514885,1.54541721940041,4.83828959862392,1.21693218747775,3.60146401325861
"385",385,29,15,0.304347826086957,0,0.277777777777778,0.695652173913043,"NAPL_7",2014,"NAPL",7,502.665,24.9246666666667,51.888,6.486,25.944,61.3883333333333,18.0660131533502,14.6770581687612,16.0814027857718,13.3914114378328,15.973733736447,12.9649635482246,0.667421514789263,2.69077679514885,1.54541721940041,4.83828959862392,1.21693218747775,3.60146401325861
"386",386,30,15,0.25,0.0416666666666667,0.208333333333333,0.75,"NAPL_8",2014,"NAPL",8,185.284333333333,149.301333333333,0,10.81,14.053,24.863,18.0660131533502,14.6770581687612,16.0814027857718,13.3914114378328,15.973733736447,12.9649635482246,0.667421514789263,2.69077679514885,1.54541721940041,4.83828959862392,1.21693218747775,3.60146401325861
"387",387,31,15,0.263157894736842,0,0.238095238095238,0.736842105263158,"SCDI_2",2014,"SCDI",2,38.916,15.134,0,6.54766666666667,68.498,44.0133333333333,18.404707908824,14.5380609325586,16.6360098133287,13.0929505351827,17.1955308358818,13.2960861420285,1.05432548125585,3.23559120297432,1.12350207567215,3.93332838018735,1.73150677978992,3.64898649851481
"388",388,32,15,0.307692307692308,0.08,0.24,0.692307692307692,"SCDI_3",2014,"SCDI",3,0,2.162,1.20433333333333,7.567,0,20.7323333333333,18.404707908824,14.5380609325586,16.6360098133287,13.0929505351827,17.1955308358818,13.2960861420285,1.05432548125585,3.23559120297432,1.12350207567215,3.93332838018735,1.73150677978992,3.64898649851481
"389",389,33,15,0.222222222222222,0.0384615384615385,0.192307692307692,0.777777777777778,"SCTW_2",2014,"SCTW",2,98.371,73.055,102.818333333333,229.480333333333,1157.10033333333,872.525,18.8251009095096,14.6815260751288,17.3327374024374,13.5128749456852,17.4268911817188,13.2769068328344,0.602866445978482,2.32305966814359,0.907199283440908,3.3491306702296,1.20793897906939,2.75481488307317
"390",390,34,15,0.28,0,0.269230769230769,0.72,"SCTW_3",2014,"SCTW",3,19.458,204.831333333333,147.447666666667,463.995666666667,348.161,495.098,18.8251009095096,14.6815260751288,17.3327374024374,13.5128749456852,17.4268911817188,13.2769068328344,0.602866445978482,2.32305966814359,0.907199283440908,3.3491306702296,1.20793897906939,2.75481488307317
"391",391,1,16,0.473684210526316,0.263157894736842,0.210526315789474,0.526315789473684,"ABUR_1",2015,"ABUR",1,349.163,226.669,567.525,697.306666666667,51.1936666666667,36.754,18.1817787520982,15.2820502589454,17.8851170006832,14.7846014354344,15.8235113156307,13.4121026862786,0.751398041844368,1.64173535505931,0.628409296274185,1.99598747491836,1.50510813792547,6.4205194314321
"392",392,2,16,0.461538461538462,0.181818181818182,0.272727272727273,0.538461538461538,"ABUR_2",2015,"ABUR",2,0,0.0616666666666667,0,0,47.564,0,18.1817787520982,15.2820502589454,17.8851170006832,14.7846014354344,15.8235113156307,13.4121026862786,0.751398041844368,1.64173535505931,0.628409296274185,1.99598747491836,1.50510813792547,6.4205194314321
"393",393,3,16,0.454545454545455,0.181818181818182,0.272727272727273,0.545454545454545,"AQUE_1",2015,"AQUE",1,232.387333333333,0,645.667,349.299,0,0.58,18.4504208624571,15.2675569798069,18.0597827043297,14.602588122938,16.377537618006,13.376456213463,0.603803142905236,1.87721965213617,0.639922201633454,2.22128140926361,1.74290213982264,3.62230078379313
"394",394,4,16,0.409090909090909,0.166666666666667,0.238095238095238,0.590909090909091,"AQUE_2",2015,"AQUE",2,614.477,9.97566666666667,824.803,474.874666666667,176.589666666667,8.964,18.4504208624571,15.2675569798069,18.0597827043297,14.602588122938,16.377537618006,13.376456213463,0.603803142905236,1.87721965213617,0.639922201633454,2.22128140926361,1.74290213982264,3.62230078379313
"395",395,5,16,0.4,0.157894736842105,0.238095238095238,0.6,"AQUE_3",2015,"AQUE",3,347.070666666667,111.343,473.478,334.029,502.665,46.562,18.4504208624571,15.2675569798069,18.0597827043297,14.602588122938,16.377537618006,13.376456213463,0.603803142905236,1.87721965213617,0.639922201633454,2.22128140926361,1.74290213982264,3.62230078379313
"396",396,6,16,0.375,0.111111111111111,0.25,0.625,"AQUE_4",2015,"AQUE",4,736.161,175.738666666667,614.008,375.168666666667,43.82,23.861,18.4504208624571,15.2675569798069,18.0597827043297,14.602588122938,16.377537618006,13.376456213463,0.603803142905236,1.87721965213617,0.639922201633454,2.22128140926361,1.74290213982264,3.62230078379313
"397",397,7,16,0.409090909090909,0.222222222222222,0.181818181818182,0.590909090909091,"AQUE_5",2015,"AQUE",5,887.501,180.806,648.6,353.857,2.35533333333333,0,18.4504208624571,15.2675569798069,18.0597827043297,14.602588122938,16.377537618006,13.376456213463,0.603803142905236,1.87721965213617,0.639922201633454,2.22128140926361,1.74290213982264,3.62230078379313
"398",398,8,16,0.411764705882353,0.117647058823529,0.285714285714286,0.588235294117647,"AQUE_6",2015,"AQUE",6,353.548666666667,289.708,618.332,4.44733333333333,0,34.17,18.4504208624571,15.2675569798069,18.0597827043297,14.602588122938,16.377537618006,13.376456213463,0.603803142905236,1.87721965213617,0.639922201633454,2.22128140926361,1.74290213982264,3.62230078379313
"399",399,9,16,0.4,0.19047619047619,0.2,0.6,"BULL_1",2015,"BULL",1,603.105333333333,392.526333333333,572.93,312.780666666667,48.645,566.444,17.7059973504921,14.8552705775219,17.4922551948426,14.2527285408346,15.7882620782077,13.1239514795074,0.698093871275583,1.59065099557241,0.836672355731328,3.52950651446978,1.92022085189819,5.57564651966094
"400",400,10,16,0.352941176470588,0.133333333333333,0.210526315789474,0.647058823529412,"BULL_3",2015,"BULL",3,527.226,528.732333333333,309.227666666667,449.696,43.24,285.269666666667,17.7059973504921,14.8552705775219,17.4922551948426,14.2527285408346,15.7882620782077,13.1239514795074,0.698093871275583,1.59065099557241,0.836672355731328,3.52950651446978,1.92022085189819,5.57564651966094
"401",401,11,16,0.4,0.153846153846154,0.230769230769231,0.6,"BULL_6",2015,"BULL",6,540.035666666667,214.038,216.2,248.691666666667,17.296,345.92,17.7059973504921,14.8552705775219,17.4922551948426,14.2527285408346,15.7882620782077,13.1239514795074,0.698093871275583,1.59065099557241,0.836672355731328,3.52950651446978,1.92022085189819,5.57564651966094
"402",402,12,16,0.466666666666667,0.133333333333333,0.31578947368421,0.533333333333333,"GOLB_1",2015,"GOLB",1,49.424,217.281,14.5463333333333,544.174666666667,208.826333333333,250.835666666667,18.8185616715865,15.591906787938,18.4556211423307,15.0689617524339,16.4041406196015,13.4074063459885,0.601693972945214,1.76914624373118,0.597998157143593,2.10551635424296,1.56695425510406,4.77137319246928
"403",403,13,16,0.428571428571429,0.125,0.3125,0.571428571428571,"GOLB_2",2015,"GOLB",2,220.895666666667,90.804,100.718,325.442666666667,353.179333333333,151.111333333333,18.8185616715865,15.591906787938,18.4556211423307,15.0689617524339,16.4041406196015,13.4074063459885,0.601693972945214,1.76914624373118,0.597998157143593,2.10551635424296,1.56695425510406,4.77137319246928
"404",404,14,16,0.454545454545455,0.166666666666667,0.272727272727273,0.545454545454545,"IVEE_1",2015,"IVEE",1,808.920333333333,560.081333333333,861.618666666667,2.84033333333333,9.729,0,17.3504882193221,15.1241525209094,17.713644402163,15.5163612049963,15.7628087984325,13.900458522615,0.59501784046491,1.71735754112403,0.603243008255959,1.65775089462598,1.67345949014028,4.13764319817226
"405",405,15,16,0.444444444444444,0.238095238095238,0.2,0.555555555555556,"IVEE_2",2015,"IVEE",2,855.071,177.284,277.817,126.085666666667,0,46.8696666666667,17.3504882193221,15.1241525209094,17.713644402163,15.5163612049963,15.7628087984325,13.900458522615,0.59501784046491,1.71735754112403,0.603243008255959,1.65775089462598,1.67345949014028,4.13764319817226
"406",406,16,16,0.4375,0.166666666666667,0.266666666666667,0.5625,"IVEE_3",2015,"IVEE",3,382.548333333333,1469.079,875.293,0,1166.75033333333,NA,17.3504882193221,15.1241525209094,17.713644402163,15.5163612049963,15.7628087984325,13.900458522615,0.59501784046491,1.71735754112403,0.603243008255959,1.65775089462598,1.67345949014028,4.13764319817226
"407",407,17,16,0.454545454545455,0.181818181818182,0.25,0.545454545454545,"IVEE_5",2015,"IVEE",5,487.531,148.317666666667,0.37,0,189.483333333333,NA,17.3504882193221,15.1241525209094,17.713644402163,15.5163612049963,15.7628087984325,13.900458522615,0.59501784046491,1.71735754112403,0.603243008255959,1.65775089462598,1.67345949014028,4.13764319817226
"408",408,18,16,0.388888888888889,0.153846153846154,0.230769230769231,0.611111111111111,"IVEE_6",2015,"IVEE",6,351.081333333333,874.873,1.485,22.2723333333333,426.530666666667,NA,17.3504882193221,15.1241525209094,17.713644402163,15.5163612049963,15.7628087984325,13.900458522615,0.59501784046491,1.71735754112403,0.603243008255959,1.65775089462598,1.67345949014028,4.13764319817226
"409",409,19,16,0.421052631578947,0.157894736842105,0.266666666666667,0.578947368421053,"IVEE_7",2015,"IVEE",7,390.241,415.133,361.054,597.793,726.678666666667,NA,17.3504882193221,15.1241525209094,17.713644402163,15.5163612049963,15.7628087984325,13.900458522615,0.59501784046491,1.71735754112403,0.603243008255959,1.65775089462598,1.67345949014028,4.13764319817226
"410",410,20,16,0.461538461538462,0.2,0.25,0.538461538461538,"IVEE_8",2015,"IVEE",8,639.056,101.704666666667,405.375,364.515,356.915,NA,17.3504882193221,15.1241525209094,17.713644402163,15.5163612049963,15.7628087984325,13.900458522615,0.59501784046491,1.71735754112403,0.603243008255959,1.65775089462598,1.67345949014028,4.13764319817226
"411",411,21,16,0.478260869565217,0.260869565217391,0.217391304347826,0.521739130434783,"MOHK_1",2015,"MOHK",1,326.585333333333,584.694,205.049,458.344,773.996,417.035333333333,18.7019026161949,15.644020223398,18.4283664882715,15.0850967471204,16.4768841017671,13.7912902871035,0.751398041844368,1.64173535505931,0.628409296274185,1.99598747491836,1.50510813792547,6.4205194314321
"412",412,22,16,0.352941176470588,0.157894736842105,0.2,0.647058823529412,"MOHK_2",2015,"MOHK",2,1924.18,882.754,611.846,845.342,1215.23733333333,598.662,18.7019026161949,15.644020223398,18.4283664882715,15.0850967471204,16.4768841017671,13.7912902871035,0.751398041844368,1.64173535505931,0.628409296274185,1.99598747491836,1.50510813792547,6.4205194314321
"413",413,23,16,0.45,0.2,0.25,0.55,"NAPL_1",2015,"NAPL",1,621.575,492.66,237.943333333333,333.568,36.754,310.827,18.380575001439,15.3807786947615,18.0660131533502,14.6770581687612,16.0814027857718,13.3914114378328,0.591271097461383,1.87835050125917,0.667421514789263,2.69077679514885,1.54541721940041,4.83828959862392
"414",414,24,16,0.434782608695652,0.15,0.272727272727273,0.565217391304348,"NAPL_2",2015,"NAPL",2,721.027,710.278666666667,192.479666666667,316.733,50.8686666666667,17.296,18.380575001439,15.3807786947615,18.0660131533502,14.6770581687612,16.0814027857718,13.3914114378328,0.591271097461383,1.87835050125917,0.667421514789263,2.69077679514885,1.54541721940041,4.83828959862392
"415",415,25,16,0.436141304347826,0.157894736842105,0.272727272727273,0.563858695652174,"NAPL_3",2015,"NAPL",3,566.005333333333,394.943,75.3413333333333,293.012666666667,292.951,105.595,18.380575001439,15.3807786947615,18.0660131533502,14.6770581687612,16.0814027857718,13.3914114378328,0.591271097461383,1.87835050125917,0.667421514789263,2.69077679514885,1.54541721940041,4.83828959862392
"416",416,26,16,0.533333333333333,0.25,0.272727272727273,0.466666666666667,"NAPL_4",2015,"NAPL",4,265.694666666667,13.6876666666667,61.0416666666667,0,0,6.486,18.380575001439,15.3807786947615,18.0660131533502,14.6770581687612,16.0814027857718,13.3914114378328,0.591271097461383,1.87835050125917,0.667421514789263,2.69077679514885,1.54541721940041,4.83828959862392
"417",417,27,16,0.454545454545455,0.0909090909090909,0.363636363636364,0.545454545454545,"NAPL_5",2015,"NAPL",5,450.777,339.495666666667,158.907,8.648,0,12.972,18.380575001439,15.3807786947615,18.0660131533502,14.6770581687612,16.0814027857718,13.3914114378328,0.591271097461383,1.87835050125917,0.667421514789263,2.69077679514885,1.54541721940041,4.83828959862392
"418",418,28,16,0.35,0.166666666666667,0.166666666666667,0.65,"NAPL_6",2015,"NAPL",6,774.239,321.982,217.466,57.293,10.8716666666667,0,18.380575001439,15.3807786947615,18.0660131533502,14.6770581687612,16.0814027857718,13.3914114378328,0.591271097461383,1.87835050125917,0.667421514789263,2.69077679514885,1.54541721940041,4.83828959862392
"419",419,29,16,0.411764705882353,0.210526315789474,0.2,0.588235294117647,"NAPL_7",2015,"NAPL",7,695.214333333333,502.665,24.9246666666667,51.888,6.486,25.944,18.380575001439,15.3807786947615,18.0660131533502,14.6770581687612,16.0814027857718,13.3914114378328,0.591271097461383,1.87835050125917,0.667421514789263,2.69077679514885,1.54541721940041,4.83828959862392
"420",420,30,16,0.409090909090909,0.166666666666667,0.25,0.590909090909091,"NAPL_8",2015,"NAPL",8,637.975,185.284333333333,149.301333333333,0,10.81,14.053,18.380575001439,15.3807786947615,18.0660131533502,14.6770581687612,16.0814027857718,13.3914114378328,0.591271097461383,1.87835050125917,0.667421514789263,2.69077679514885,1.54541721940041,4.83828959862392
"421",421,31,16,0.333333333333333,0.1875,0.15,0.666666666666667,"SCDI_2",2015,"SCDI",2,10.81,38.916,15.134,0,6.54766666666667,68.498,18.784583839787,15.1634690371671,18.404707908824,14.5380609325586,16.6360098133287,13.0929505351827,0.636499131719271,2.4190946718057,1.05432548125585,3.23559120297432,1.12350207567215,3.93332838018735
"422",422,32,16,0.272727272727273,0.136363636363636,0.130434782608696,0.727272727272727,"SCDI_3",2015,"SCDI",3,0,0,2.162,1.20433333333333,7.567,0,18.784583839787,15.1634690371671,18.404707908824,14.5380609325586,16.6360098133287,13.0929505351827,0.636499131719271,2.4190946718057,1.05432548125585,3.23559120297432,1.12350207567215,3.93332838018735
"423",423,33,16,0.208333333333333,0.0909090909090909,0.0952380952380952,0.791666666666667,"SCTW_2",2015,"SCTW",2,0,98.371,73.055,102.818333333333,229.480333333333,1157.10033333333,19.25235942566,15.397463099631,18.8251009095096,14.6815260751288,17.3327374024374,13.5128749456852,0.480987514058749,2.17957618335883,0.602866445978482,2.32305966814359,0.907199283440908,3.3491306702296
