"reach","urbanized","restored","water","observation_date","observer_intitials","transect","location","time_start","time_end","common_name","scientific_name","quantity","surveys_notes","surveys_observation_notes"
"Ave35","Urban","NotRestored","Ephemeral",2016-09-17,"MSH,CJH","upstream","south","09:03:00","09:16:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2016-09-17,"MSH,CJH","midstream","center","09:27:00","09:36:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2016-09-17,"MSH,CJH","midstream","south","09:41:00","09:55:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"small"
"Ave35","Urban","NotRestored","Ephemeral",2016-09-17,"MSH,CJH","midstream","south","09:41:00","09:55:00","Zebra-tailed Lizard","Callisaurus draconoides",1,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2016-09-17,"MSH,CJH","downstream","south","10:21:00","10:32:00","Unidentified Lizard",NA,1,NA,"possibly ASTI"
"Ave35","Urban","NotRestored","Ephemeral",2016-09-17,"MSH,CJH","downstream","center","10:36:00","10:46:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2016-09-17,"MSH,CJH","downstream","north","10:51:00","11:24:00","Unidentified Lizard",NA,1,"1 ASTI and 1 ANWO seen 4m S of plot; soil moist under rocks in channel","possibly ASTI"
"Ave67","Urban","NotRestored","Ephemeral",2016-09-18,"MSH,CJH","midstream","south","08:30:00","09:06:00","Desert Spiny Lizard","Sceloporus magister",1,"1 CADR (small) in plot after survey; 1 CADR (small) and 1 CADR (hatchling) seen 6m N of plot after survey",NA
"Ave67","Urban","NotRestored","Ephemeral",2016-09-18,"MSH,CJH","midstream","south","08:30:00","09:06:00","Common Side-blotched Lizard","Uta stansburiana",2,"1 CADR (small) in plot after survey; 1 CADR (small) and 1 CADR (hatchling) seen 6m N of plot after survey",NA
"Ave67","Urban","NotRestored","Ephemeral",2016-09-18,"MSH,CJH","midstream","south","08:30:00","09:06:00","Common Side-blotched Lizard","Uta stansburiana",1,"1 CADR (small) in plot after survey; 1 CADR (small) and 1 CADR (hatchling) seen 6m N of plot after survey","small"
"Ave67","Urban","NotRestored","Ephemeral",2016-09-18,"MSH,CJH","midstream","center","09:18:00","09:30:00","Zebra-tailed Lizard","Callisaurus draconoides",1,NA,"small"
"Ave67","Urban","NotRestored","Ephemeral",2016-09-18,"MSH,CJH","upstream","south","09:37:00","09:45:00",NA,NA,NA,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2016-09-18,"MSH,CJH","upstream","center","09:50:00","10:05:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"small"
"Ave67","Urban","NotRestored","Ephemeral",2016-09-18,"MSH,CJH","upstream","north","10:15:00","10:33:00","Unidentified Lizard",NA,1,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2016-09-18,"MSH,CJH","upstream","north","10:15:00","10:33:00","Zebra-tailed Lizard","Callisaurus draconoides",1,NA,"small"
"Ave67","Urban","NotRestored","Ephemeral",2016-09-18,"MSH,CJH","midstream","north","10:39:00","10:52:00",NA,NA,NA,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2016-09-18,"MSH,CJH","downstream","north","11:13:00","11:40:00","Common Side-blotched Lizard","Uta stansburiana",2,"1 UNLI (small [probably UTST] 6m N of plot before survey)",NA
"Ave67","Urban","NotRestored","Ephemeral",2016-09-18,"MSH,CJH","downstream","center","11:47:00","12:05:00","Unidentified Lizard",NA,1,NA,"small, probably UTST"
"Ave67","Urban","NotRestored","Ephemeral",2016-09-18,"MSH,CJH","downstream","center","11:47:00","12:05:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"small"
"Ave67","Urban","NotRestored","Ephemeral",2016-09-18,"MSH,CJH","downstream","south","12:10:00","12:22:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2016-09-23,"MSH,CJH","upstream","north","09:40:00","10:08:00","Unidentified Lizard",NA,1,NA,"likely UTST"
"Price","Urban","NotRestored","Perennial",2016-09-23,"MSH,CJH","upstream","north","09:40:00","10:08:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,NA
"Price","Urban","NotRestored","Perennial",2016-09-23,"MSH,CJH","upstream","center","10:18:00","10:31:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2016-09-23,"MSH,CJH","upstream","south","10:34:00","10:56:00","Common Side-blotched Lizard","Uta stansburiana",1,"ditch is dry",NA
"Price","Urban","NotRestored","Perennial",2016-09-23,"MSH,CJH","midstream","south","11:00:00","11:13:00","Unidentified Lizard",NA,1,NA,"likely UTST"
"Price","Urban","NotRestored","Perennial",2016-09-23,"MSH,CJH","midstream","center","11:23:00","11:39:00",NA,NA,NA,"ditch @ N end has moist soil w/drying duckweed",NA
"Price","Urban","NotRestored","Perennial",2016-09-23,"MSH,CJH","midstream","north","11:45:00","12:00:00","Unidentified Amphibian",NA,1,"soil wet @ N end where UNAM recorded",NA
"Price","Urban","NotRestored","Perennial",2016-09-23,"MSH,CJH","downstream","north","12:12:00","12:29:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,"juvenile, blue tail"
"Price","Urban","NotRestored","Perennial",2016-09-23,"MSH,CJH","downstream","north","12:12:00","12:29:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"small"
"Price","Urban","NotRestored","Perennial",2016-09-23,"MSH,CJH","downstream","center","12:31:00","12:43:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2016-09-23,"MSH,CJH","downstream","south","12:48:00","13:13:00","Unidentified Lizard",NA,1,NA,"likely UTST"
"Price","Urban","NotRestored","Perennial",2016-09-23,"MSH,CJH","downstream","south","12:48:00","13:13:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,NA
"Price","Urban","NotRestored","Perennial",2016-09-23,"MSH,CJH","downstream","south","12:48:00","13:13:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Priest","Urban","NotRestored","Perennial",2016-09-24,"MSH,CJH","upstream","south","08:34:00","08:54:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Priest","Urban","NotRestored","Perennial",2016-09-24,"MSH,CJH","downstream","north","09:13:00","09:33:00",NA,NA,NA,"soil saturated in S half",NA
"Priest","Urban","NotRestored","Perennial",2016-09-24,"MSH,CJH","downstream","center","09:37:00","09:53:00","Unidentified Lizard",NA,1,"soil saturated @ N end","likely UTST"
"Priest","Urban","NotRestored","Perennial",2016-09-24,"MSH,CJH","downstream","south","10:00:00","10:14:00",NA,NA,NA,"soil saturated throughout plot w/standing water in SE corner; 4 LICA ~3m SW of plot; 1 LICA (large) ~10m SE of plot",NA
"Priest","Urban","NotRestored","Perennial",2016-09-24,"MSH,CJH","midstream","south","10:29:00","10:44:00",NA,NA,NA,NA,NA
"Priest","Urban","NotRestored","Perennial",2016-09-24,"MSH,CJH","midstream","center","10:48:00","11:04:00",NA,NA,NA,NA,NA
"Priest","Urban","NotRestored","Perennial",2016-09-24,"MSH,CJH","midstream","north","11:18:00","11:44:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,"one small"
"Priest","Urban","NotRestored","Perennial",2016-09-24,"MSH,CJH","upstream","north","12:00:00","12:20:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"small"
"Priest","Urban","NotRestored","Perennial",2016-09-24,"MSH,CJH","upstream","center","12:24:00","12:37:00",NA,NA,NA,NA,NA
"BM","Urban","Restored","Perennial",2016-09-27,"MSH,CJH","downstream","center","08:34:00","09:02:00",NA,NA,NA,NA,NA
"BM","Urban","Restored","Perennial",2016-09-27,"MSH,CJH","midstream","center","09:12:00","09:34:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"BM","Urban","Restored","Perennial",2016-09-27,"MSH,CJH","midstream","center","09:12:00","09:34:00","Unidentified Lizard",NA,1,NA,NA
"BM","Urban","Restored","Perennial",2016-09-27,"MSH,CJH","upstream","center","09:44:00","10:07:00",NA,NA,NA,NA,NA
"BM","Urban","Restored","Perennial",2016-09-27,"MSH,CJH","upstream","north","10:22:00","10:46:00","Ornate Tree Lizard","Urosaurus ornata",1,NA,"light brown, on cottonwood, regenerated tail"
"BM","Urban","Restored","Perennial",2016-09-27,"MSH,CJH","midstream","north","10:56:00","11:11:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"small"
"BM","Urban","Restored","Perennial",2016-09-27,"MSH,CJH","downstream","north","11:17:00","11:31:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,NA
"BM","Urban","Restored","Perennial",2016-09-27,"MSH,CJH","downstream","south","11:48:00","12:06:00","Ornate Tree Lizard","Urosaurus ornata",1,"ATV passed W on access road on way to dwn-s (~10min prior to survey); huge quailbush @ dwn-s1 has been uprooted",NA
"BM","Urban","Restored","Perennial",2016-09-27,"MSH,CJH","midstream","south","12:20:00","12:45:00","Ornate Tree Lizard","Urosaurus ornata",1,"1 ASTI (juvenile) in plot after survey",NA
"BM","Urban","Restored","Perennial",2016-09-27,"MSH,CJH","midstream","south","12:20:00","12:45:00","Tiger Whiptail ","Aspidoscelis tigris",1,"1 ASTI (juvenile) in plot after survey",NA
"BM","Urban","Restored","Perennial",2016-09-27,"MSH,CJH","upstream","south","12:52:00","13:17:00","Unidentified Lizard",NA,1,NA,"likely UTST"
"BM","Urban","Restored","Perennial",2016-09-27,"MSH,CJH","upstream","south","12:52:00","13:17:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,NA
"BM","Urban","Restored","Perennial",2016-09-27,"MSH,CJH","upstream","south","12:52:00","13:17:00","Zebra-tailed Lizard","Callisaurus draconoides",1,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2016-09-28,"MSH,CJH","downstream","south","08:36:00","08:52:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"small"
"Tonto","NonUrban","NotRestored","Perennial",2016-09-28,"MSH,CJH","downstream","center","08:55:00","09:14:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2016-09-28,"MSH,CJH","downstream","north","09:16:00","09:37:00",NA,NA,NA,"side channel @ N end was ponded (no tadpoles); river flow high; couldn't find dwn-n1 whiskers or cairn (used GPS)",NA
"Tonto","NonUrban","NotRestored","Perennial",2016-09-28,"MSH,CJH","midstream","north","10:09:00","10:21:00","Unidentified Lizard",NA,1,"could not find mid-n2 and GPS was ~5m off so navigated 20m from mid-n1","small, UTST or UROR"
"Tonto","NonUrban","NotRestored","Perennial",2016-09-28,"MSH,CJH","midstream","north","10:09:00","10:21:00","Tiger Whiptail ","Aspidoscelis tigris",1,"could not find mid-n2 and GPS was ~5m off so navigated 20m from mid-n1","before count"
"Tonto","NonUrban","NotRestored","Perennial",2016-09-28,"MSH,CJH","midstream","center","10:29:00","10:44:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2016-09-28,"MSH,CJH","midstream","south","10:52:00","11:05:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2016-09-28,"MSH,CJH","upstream","south","11:13:00","11:31:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2016-09-28,"MSH,CJH","upstream","center","11:33:00","11:48:00","Zebra-tailed Lizard","Callisaurus draconoides",1,"horse and rider rode through plot while doing up-s earlier",NA
"Tonto","NonUrban","NotRestored","Perennial",2016-09-28,"MSH,CJH","upstream","north","11:54:00","12:15:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2017-05-10,"MSH,KDG","upstream","south","08:48:00","09:03:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2017-05-10,"MSH,KDG","upstream","center","09:12:00","09:28:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2017-05-10,"MSH,KDG","upstream","north","09:37:00","09:51:00",NA,NA,NA,"7 horses and riders rode through plot during survey but we had already surveyed the road",NA
"Tonto","NonUrban","NotRestored","Perennial",2017-05-10,"MSH,KDG","midstream","north","10:03:00","10:15:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2017-05-10,"MSH,KDG","downstream","north","10:34:00","10:48:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2017-05-10,"MSH,KDG","downstream","center","11:18:00","11:31:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2017-05-10,"MSH,KDG","downstream","south","11:36:00","11:51:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"female"
"Tonto","NonUrban","NotRestored","Perennial",2017-05-10,"MSH,KDG","midstream","center","12:11:00","12:23:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2017-05-10,"MSH,KDG","midstream","south","12:30:00","12:41:00",NA,NA,NA,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2017-05-14,"MSH,KDG","downstream","south","08:17:00","08:37:00",NA,NA,NA,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2017-05-14,"MSH,KDG","downstream","center","08:47:00","09:06:00",NA,NA,NA,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2017-05-14,"MSH,KDG","downstream","north","09:17:00","09:38:00",NA,NA,NA,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2017-05-14,"MSH,KDG","midstream","north","09:50:00","10:11:00","Zebra-tailed Lizard","Callisaurus draconoides",1,"migrating NAWA and TOWA seen adjacent to plot",NA
"Ave67","Urban","NotRestored","Ephemeral",2017-05-14,"MSH,KDG","upstream","north","10:32:00","10:43:00",NA,NA,NA,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2017-05-14,"MSH,KDG","upstream","center","10:51:00","11:06:00",NA,NA,NA,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2017-05-14,"MSH,KDG","upstream","south","11:16:00","11:24:00",NA,NA,NA,"earth-moving equipment causing noise levels and vibrations S of plot",NA
"Ave67","Urban","NotRestored","Ephemeral",2017-05-14,"MSH,KDG","midstream","center","11:37:00","11:43:00",NA,NA,NA,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2017-05-14,"MSH,KDG","midstream","south","11:51:00","12:11:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"female"
"Ave67","Urban","NotRestored","Ephemeral",2017-05-14,"MSH,KDG","midstream","south","11:51:00","12:11:00","Unidentified Lizard",NA,1,NA,"maybe male UTST"
"Ave35","Urban","NotRestored","Ephemeral",2017-05-16,"MSH,KDG","downstream","south","09:36:00","09:45:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2017-05-16,"MSH,KDG","downstream","center","09:51:00","10:02:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2017-05-16,"MSH,KDG","midstream","center","10:15:00","10:26:00","Zebra-tailed Lizard","Callisaurus draconoides",1,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2017-05-16,"MSH,KDG","midstream","south","10:49:00","11:04:00","Unidentified Lizard",NA,1,"1 CADR flushed ~15m N of plot upon approach","likely CADR"
"Ave35","Urban","NotRestored","Ephemeral",2017-05-16,"MSH,KDG","upstream","south","11:26:00","11:36:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2017-05-16,"MSH,KDG","upstream","center","11:40:00","11:50:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2017-05-16,"MSH,KDG","upstream","north","11:56:00","12:12:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2017-05-16,"MSH,KDG","midstream","north","12:23:00","12:36:00",NA,NA,NA,"1 DIDO seen ~13m E of plot upon approach; 1 UNLI seen ~8m SE of plot after survey",NA
"Ave35","Urban","NotRestored","Ephemeral",2017-05-16,"MSH,KDG","downstream","north","12:55:00","13:07:00",NA,NA,NA,NA,NA
"Rio","Urban","Restored","Perennial",2017-05-17,"MSH,KDG","upstream","south","08:19:00","08:37:00",NA,NA,NA,"1 LICA heard ~15m NW of plot during survey; 6 ANWO (juveniles) seen ~1-3m N of plot to water's edge after survey, 4 discovered turning rocks so likely many more",NA
"Rio","Urban","Restored","Perennial",2017-05-17,"MSH,KDG","downstream","south","09:30:00","09:44:00",NA,NA,NA,"2 ASTI crossed plot ~35min after survey",NA
"Rio","Urban","Restored","Perennial",2017-05-17,"MSH,KDG","downstream","center","09:55:00","10:09:00",NA,NA,NA,"GRRO crossed N end of plot @ start of survey",NA
"Rio","Urban","Restored","Perennial",2017-05-17,"MSH,KDG","midstream","south","10:37:00","10:51:00","Unidentified Lizard",NA,1,NA,"likely UTST"
"Rio","Urban","Restored","Perennial",2017-05-17,"MSH,KDG","midstream","center","11:20:00","11:40:00","Mediterranean House Gecko","Hemidactylus turcicus",1,"fragment of skin (likely lizard tail) in plot; 1 ASTI seen ~2m W of plot @ start of survey; 1 LICA heard ~20m W of plot @ water's edge during survey","under slab"
"Rio","Urban","Restored","Perennial",2017-05-17,"MSH,KDG","downstream","north","11:53:00","12:05:00",NA,NA,NA,"1 ASTI in plot after survey",NA
"Rio","Urban","Restored","Perennial",2017-05-17,"MSH,KDG","midstream","north","12:22:00","12:35:00","Unidentified Lizard",NA,1,NA,"small, on mesquite trunk"
"Rio","Urban","Restored","Perennial",2017-05-17,"MSH,KDG","upstream","north","12:51:00","13:02:00",NA,NA,NA,"1 ASTI seen ~15m W of plot before survey",NA
"Rio","Urban","Restored","Perennial",2017-05-17,"MSH,KDG","upstream","center","13:32:00","13:47:00",NA,NA,NA,"this is the 1st time surveying this herp plot submerged; SNEG foraging near plot before survey",NA
"BM","Urban","Restored","Perennial",2017-05-21,"MSH,KDG","upstream","south","07:39:00","08:02:00","Unidentified Lizard",NA,1,"1 SCMA on willow trunk ~1m S of plot, molting; 1 ASTI seen ~6m NE of plot after survey","maybe small UTST"
"BM","Urban","Restored","Perennial",2017-05-21,"MSH,KDG","midstream","south","08:25:00","08:43:00","Ornate Tree Lizard","Urosaurus ornata",1,NA,NA
"BM","Urban","Restored","Perennial",2017-05-21,"MSH,KDG","midstream","south","08:25:00","08:43:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,NA
"BM","Urban","Restored","Perennial",2017-05-21,"MSH,KDG","downstream","south","08:50:00","09:05:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,NA
"BM","Urban","Restored","Perennial",2017-05-21,"MSH,KDG","downstream","north","09:17:00","09:27:00",NA,NA,NA,"2 CADR seen ~8m W of plot before survey; 2 ASTI seen in and ~10m E of plot on way back to vehicle",NA
"BM","Urban","Restored","Perennial",2017-05-21,"MSH,KDG","downstream","center","09:40:00","09:55:00","Ornate Tree Lizard","Urosaurus ornata",1,"1 ASTI ~2m SW of plot after survey",NA
"BM","Urban","Restored","Perennial",2017-05-21,"MSH,KDG","midstream","center","10:05:00","10:22:00",NA,NA,NA,"1 ASTI in plot after survey; 2 ASTI ~8m NE of plot after survey",NA
"BM","Urban","Restored","Perennial",2017-05-21,"MSH,KDG","midstream","north","10:45:00","10:54:00",NA,NA,NA,NA,NA
"BM","Urban","Restored","Perennial",2017-05-21,"MSH,KDG","upstream","north","11:01:00","11:12:00","Ornate Tree Lizard","Urosaurus ornata",1,NA,NA
"BM","Urban","Restored","Perennial",2017-05-21,"MSH,KDG","upstream","center","11:19:00","11:30:00","Unidentified Lizard",NA,1,NA,"hatchling"
"Price","Urban","NotRestored","Perennial",2017-05-22,"MSH,KDG","midstream","south","07:25:00","07:41:00","Unidentified Lizard",NA,1,NA,"small, likely UTST"
"Price","Urban","NotRestored","Perennial",2017-05-22,"MSH,KDG","downstream","south","07:47:00","08:06:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2017-05-22,"MSH,KDG","downstream","center","08:12:00","08:24:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2017-05-22,"MSH,KDG","downstream","north","08:29:00","08:40:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2017-05-22,"MSH,KDG","midstream","center","08:52:00","09:06:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2017-05-22,"MSH,KDG","midstream","north","09:21:00","09:34:00",NA,NA,NA,"most soil in plot is moist",NA
"Price","Urban","NotRestored","Perennial",2017-05-22,"MSH,KDG","upstream","north","09:50:00","10:04:00",NA,NA,NA,"soil @ N end of plot is moist",NA
"Price","Urban","NotRestored","Perennial",2017-05-22,"MSH,KDG","upstream","center","10:12:00","10:21:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2017-05-22,"MSH,KDG","upstream","center","10:12:00","10:21:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2017-05-22,"MSH,KDG","upstream","south","10:25:00","10:40:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"small"
"Price","Urban","NotRestored","Perennial",2017-05-22,"MSH,KDG","upstream","south","10:25:00","10:40:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Priest","Urban","NotRestored","Perennial",2017-05-23,"MSH,KDG","upstream","center","07:37:00","07:49:00",NA,NA,NA,NA,NA
"Priest","Urban","NotRestored","Perennial",2017-05-23,"MSH,KDG","upstream","north","07:57:00","08:09:00",NA,NA,NA,NA,NA
"Priest","Urban","NotRestored","Perennial",2017-05-23,"MSH,KDG","midstream","north","08:19:00","08:34:00",NA,NA,NA,NA,NA
"Priest","Urban","NotRestored","Perennial",2017-05-23,"MSH,KDG","midstream","center","08:41:00","08:52:00",NA,NA,NA,NA,NA
"Priest","Urban","NotRestored","Perennial",2017-05-23,"MSH,KDG","midstream","south","09:00:00","09:14:00",NA,NA,NA,NA,NA
"Priest","Urban","NotRestored","Perennial",2017-05-23,"MSH,KDG","downstream","south","09:26:00","09:41:00",NA,NA,NA,"little standing water S of plot, just mud and emergent vegetation",NA
"Priest","Urban","NotRestored","Perennial",2017-05-23,"MSH,KDG","downstream","center","09:49:00","10:00:00",NA,NA,NA,NA,NA
"Priest","Urban","NotRestored","Perennial",2017-05-23,"MSH,KDG","downstream","north","10:05:00","10:22:00",NA,NA,NA,"dwn-n1 whiskers and flagging in N half of plot missing so reset @ 20m and 5/185 degrees from dwn-n2 w/new centerline flagging and flagged rock @ dwn-n1",NA
"Priest","Urban","NotRestored","Perennial",2017-05-23,"MSH,KDG","upstream","south","11:30:00","11:40:00",NA,NA,NA,NA,NA
"BM","Urban","Restored","Perennial",2017-06-14,"MSH,CJH","midstream","north","06:34:00","06:53:00",NA,NA,NA,NA,NA
"BM","Urban","Restored","Perennial",2017-06-14,"MSH,CJH","upstream","north","07:00:00","07:19:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"BM","Urban","Restored","Perennial",2017-06-14,"MSH,CJH","upstream","center","07:30:00","07:51:00",NA,NA,NA,"1 UTST ~7m S of plot before survey",NA
"BM","Urban","Restored","Perennial",2017-06-14,"MSH,CJH","midstream","center","08:07:00","08:25:00",NA,NA,NA,"1 UNLI (maybe UTST) heard ~1m W of plot before survey",NA
"BM","Urban","Restored","Perennial",2017-06-14,"MSH,CJH","downstream","center","08:36:00","09:08:00","Ornate Tree Lizard","Urosaurus ornata",1,NA,NA
"BM","Urban","Restored","Perennial",2017-06-14,"MSH,CJH","downstream","north","09:15:00","09:31:00","Common Side-blotched Lizard","Uta stansburiana",1,"1 UNLI seen ~1m S of plot after survey","hatchling"
"BM","Urban","Restored","Perennial",2017-06-14,"MSH,CJH","downstream","south","09:56:00","10:13:00","Unidentified Lizard",NA,1,NA,"likely UTST or CADR"
"BM","Urban","Restored","Perennial",2017-06-14,"MSH,CJH","midstream","south","10:19:00","10:33:00",NA,NA,NA,NA,NA
"BM","Urban","Restored","Perennial",2017-06-14,"MSH,CJH","upstream","south","10:40:00","10:58:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"hatchling"
"Tonto","NonUrban","NotRestored","Perennial",2017-06-15,"MSH,CJH","midstream","south","06:32:00","06:49:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2017-06-15,"MSH,CJH","midstream","center","06:54:00","07:10:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2017-06-15,"MSH,CJH","downstream","south","07:17:00","07:35:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2017-06-15,"MSH,CJH","downstream","center","07:39:00","08:01:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2017-06-15,"MSH,CJH","downstream","north","08:04:00","08:26:00",NA,NA,NA,"flushed GREG @ water's edge ~13m NE of plot; 2 horses and riders crossed near N end of plot before survey",NA
"Tonto","NonUrban","NotRestored","Perennial",2017-06-15,"MSH,CJH","midstream","north","08:32:00","08:45:00",NA,NA,NA,"large snake track across sandy area in S end of plot; veg @ N end of plot has been trimmed to ground level",NA
"Tonto","NonUrban","NotRestored","Perennial",2017-06-15,"MSH,CJH","upstream","north","08:58:00","09:19:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2017-06-15,"MSH,CJH","upstream","center","09:26:00","09:41:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2017-06-15,"MSH,CJH","upstream","south","09:43:00","10:04:00","Unidentified Snake Skin",NA,1,NA,NA
"Price","Urban","NotRestored","Perennial",2017-06-21,"MSH,CJH","upstream","south","05:59:00","06:24:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2017-06-21,"MSH,CJH","upstream","center","06:27:00","06:41:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2017-06-21,"MSH,CJH","upstream","north","06:57:00","07:16:00",NA,NA,NA,"1 LAGE (California subspecies) recorded ~20m S of plot before survey",NA
"Price","Urban","NotRestored","Perennial",2017-06-21,"MSH,CJH","midstream","north","07:21:00","07:41:00",NA,NA,NA,"soil moist in most of plot",NA
"Price","Urban","NotRestored","Perennial",2017-06-21,"MSH,CJH","midstream","center","07:58:00","08:12:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2017-06-21,"MSH,CJH","midstream","south","08:17:00","08:31:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2017-06-21,"MSH,CJH","downstream","south","08:38:00","08:56:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2017-06-21,"MSH,CJH","downstream","center","08:58:00","09:11:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2017-06-21,"MSH,CJH","downstream","north","09:15:00","09:29:00",NA,NA,NA,NA,NA
"Priest","Urban","NotRestored","Perennial",2017-06-23,"MSH,CJH","upstream","south","05:53:00","06:22:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"hatchling"
"Priest","Urban","NotRestored","Perennial",2017-06-23,"MSH,CJH","downstream","north","06:41:00","07:03:00",NA,NA,NA,NA,NA
"Priest","Urban","NotRestored","Perennial",2017-06-23,"MSH,CJH","downstream","center","07:07:00","07:24:00",NA,NA,NA,NA,NA
"Priest","Urban","NotRestored","Perennial",2017-06-23,"MSH,CJH","downstream","south","07:28:00","07:49:00",NA,NA,NA,"plot dry @ N end but soil moist",NA
"Priest","Urban","NotRestored","Perennial",2017-06-23,"MSH,CJH","midstream","south","08:00:00","08:15:00",NA,NA,NA,NA,NA
"Priest","Urban","NotRestored","Perennial",2017-06-23,"MSH,CJH","upstream","center","08:22:00","08:40:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"small"
"Priest","Urban","NotRestored","Perennial",2017-06-23,"MSH,CJH","upstream","north","08:45:00","09:02:00",NA,NA,NA,NA,NA
